0.5	11.31260395	1.393424273
0.501001	11.31271553	1.390240431
0.502002001	11.31282711	1.387068748
0.503003001	11.31293869	1.383908987
0.504004002	11.31305027	1.380761385
0.505005002	11.3131628	1.377625585
0.505579472	11.3132267	1.375831485
0.506006002	11.31327534	1.374501705
0.507007003	11.31338692	1.371389508
0.508008003	11.31349945	1.368289113
0.509009004	11.31361198	1.3652004
0.510010004	11.31372547	1.362123132
0.511011004	11.31383801	1.359057426
0.51122117	11.31386185	1.358415365
0.512012005	11.31395149	1.356003165
0.513013005	11.31406403	1.352960348
0.514014006	11.31417751	1.349928737
0.515015006	11.314291	1.34690845
0.516016006	11.31440544	1.34389925
0.516925812	11.31450844	1.341174006
0.517017007	11.31451893	1.340901256
0.518018007	11.31463337	1.337914348
0.519019008	11.31474686	1.334938288
0.520020008	11.3148613	1.331973314
0.521021008	11.31497574	1.32901907
0.522022009	11.31509018	1.326075792
0.522694111	11.31516743	1.324105501
0.523023009	11.31520557	1.323143125
0.52402401	11.31532001	1.320221186
0.52502501	11.31543541	1.317309856
0.526026011	11.3155508	1.314409137
0.527027011	11.3156662	1.311518908
0.528028011	11.31578159	1.30863905
0.528526843	11.31583881	1.307207942
0.529029012	11.31589699	1.305769682
0.530030012	11.31601334	1.302910566
0.531031013	11.31612873	1.300061822
0.532032013	11.31624508	1.29722321
0.533033013	11.31636143	1.294394732
0.534034014	11.31647778	1.291576385
0.534424603	11.31652355	1.290479541
0.535035014	11.31659412	1.288768172
0.536036015	11.31671143	1.285969853
0.537037015	11.31682777	1.283181548
0.538038015	11.31694508	1.280403137
0.539039016	11.31706238	1.277634501
0.540040016	11.31717968	1.274875641
0.540388167	11.31722069	1.27391839
0.541041017	11.31729698	1.272126555
0.542042017	11.31741428	1.269387126
0.543043017	11.31753254	1.266657233
0.544044018	11.31764984	1.263936996
0.545045018	11.3177681	1.261226296
0.546046019	11.31788635	1.258525014
0.546418309	11.31793022	1.257522702
0.547047019	11.31800461	1.255833149
